movieId,title,genres,rate
863,Celestial Clockwork ,Comedy,3.5
865,Small Faces ,Drama,2.0
866,Bound ,Crime|Drama|Romance|Thriller,3.8
867,Carpool ,Comedy|Crime,2.2
868,Death in Brunswick ,Comedy,3.0
869,Kansas City ,Crime,3.1
870,Gone Fishin' ,Comedy,2.2
871,Lover's Knot ,Comedy,0.0
872,Aiqing wansui ,Drama,3.0
873,Shadow of Angels (Schatten der Engel) ,Drama,0.0
875,Nothing to Lose ,Drama,3.4
877,Girls Town ,Drama,3.3
878,Bye-Bye ,Drama,4.0
881,First Kid ,Children's|Comedy,2.6
884,Sweet Nothing ,Drama,3.0
885,Bogus ,Children's|Drama|Fantasy,2.6
886,Bulletproof ,Action,2.9
887,Talk of Angels ,Drama,2.5
889,1-900 ,Romance,2.5
890,Baton Rouge ,Thriller,0.0
892,Twelfth Night ,Comedy|Drama|Romance,3.9
893,Mother Night ,Drama,3.7
894,Liebelei ,Romance,0.0
895,Venice/Venice ,Drama,1.0
896,Wild Reeds ,Drama,3.4
897,For Whom the Bell Tolls ,Adventure|War,3.8
899,Singin' in the Rain ,Musical|Romance,4.3
901,Funny Face ,Comedy|Musical,3.6
902,Breakfast at Tiffany's ,Drama|Romance,3.9
903,Vertigo ,Mystery|Thriller,4.3
904,Rear Window ,Mystery|Thriller,4.5
905,It Happened One Night ,Comedy,4.3
906,Gaslight ,Mystery|Thriller,4.1
908,North by Northwest ,Drama|Thriller,4.4
910,Some Like It Hot ,Comedy|Crime,4.3
911,Charade ,Comedy|Mystery|Romance|Thriller,4.2
912,Casablanca ,Drama|Romance|War,4.4
914,My Fair Lady ,Musical|Romance,4.2
915,Sabrina ,Comedy|Romance,4.0
916,Roman Holiday ,Comedy|Romance,4.2
918,Meet Me in St. Louis ,Musical,3.8
920,Gone with the Wind ,Drama|Romance|War,4.0
921,My Favorite Year ,Comedy,3.9
922,Sunset Blvd. (a.k.a. Sunset Boulevard) ,Film-Noir,4.5
923,Citizen Kane ,Drama,4.4
925,Golden Earrings ,Adventure|Romance,3.2
926,All About Eve ,Drama,4.3
928,Rebecca ,Romance|Thriller,4.2
929,Foreign Correspondent ,Thriller,3.8
930,Notorious ,Film-Noir|Romance|Thriller,4.3
931,Spellbound ,Mystery|Romance|Thriller,3.9
933,To Catch a Thief ,Comedy|Romance|Thriller,4.1
934,Father of the Bride ,Comedy,3.7
936,Ninotchka ,Comedy|Romance,4.1
937,Love in the Afternoon ,Comedy|Romance,3.8
938,Gigi ,Musical,3.6
942,Laura ,Crime|Film-Noir|Mystery,4.2
944,Lost Horizon ,Drama,3.8
945,Top Hat ,Comedy|Musical|Romance,4.1
946,To Be or Not to Be ,Comedy|Drama|War,3.9
947,My Man Godfrey ,Comedy,4.1
948,Giant ,Drama,3.8
949,East of Eden ,Drama,4.0
951,His Girl Friday ,Comedy,4.2
952,Around the World in 80 Days ,Adventure|Comedy,3.6
953,It's a Wonderful Life ,Drama,4.3
954,Mr. Smith Goes to Washington ,Drama,4.2
955,Bringing Up Baby ,Comedy,4.2
956,Penny Serenade ,Drama|Romance,3.5
958,Lady of Burlesque ,Comedy|Mystery,3.4
959,Of Human Bondage ,Drama,3.7
960,Angel on My Shoulder ,Crime|Drama,3.5
961,Little Lord Fauntleroy ,Drama,3.5
962,They Made Me a Criminal ,Crime|Drama,3.5
964,Angel and the Badman ,Western,3.4
968,Night of the Living Dead ,Horror|Sci-Fi,3.7
970,Beat the Devil ,Comedy|Drama,3.4
971,Cat on a Hot Tin Roof ,Drama,4.0
973,Meet John Doe ,Drama,3.9
974,Algiers ,Drama|Romance,3.8
975,Something to Sing About ,Comedy|Musical,1.5
979,Nothing Personal ,Drama|War,0.0
980,In the Line of Duty 2 ,Action,2.8
981,Dangerous Ground ,Drama,2.8
982,Picnic ,Drama,3.7
983,Madagascar Skin ,Romance,0.0
985,Small Wonders ,Documentary,3.8
986,Fly Away Home ,Adventure|Children's,3.6
987,Bliss ,Drama|Romance,2.9
988,Grace of My Heart ,Comedy|Drama,3.4
989,Schlafes Bruder (Brother of Sleep) ,Drama,5.0
990,Maximum Risk ,Action|Adventure|Thriller,2.6
991,Michael Collins ,Drama|War,3.5
993,Infinity ,Drama,3.1
994,Big Night ,Drama,4.1
996,Last Man Standing ,Action|Drama|Western,2.9
997,Caught ,Drama|Thriller,3.4
998,Set It Off ,Action|Crime,3.0
999,2 Days in the Valley ,Crime,3.3
1000,Curdled ,Crime,3.0
1002,Ed's Next Move ,Comedy,4.2
1003,Extreme Measures ,Drama|Thriller,2.9
1009,Escape to Witch Mountain ,Adventure|Children's|Fantasy,3.2
1011,Herbie Rides Again ,Adventure|Children's|Comedy,2.7
1012,Old Yeller ,Children's|Drama,3.7
1014,Pollyanna ,Children's|Comedy|Drama,3.4
1017,Swiss Family Robinson ,Adventure|Children's,3.6
1018,That Darn Cat! ,Children's|Comedy|Mystery,3.3
1020,Cool Runnings ,Comedy,3.2
1021,Angels in the Outfield ,Children's|Comedy,2.8
1022,Cinderella ,Animation|Children's|Musical,3.8
1023,Winnie the Pooh and the Blustery Day ,Animation|Children's,4.0
1026,So Dear to My Heart ,Children's|Drama,3.6
1028,Mary Poppins ,Children's|Comedy|Musical,3.9
1029,Dumbo ,Animation|Children's|Musical,3.7
1030,Pete's Dragon ,Adventure|Animation|Children's|Musical,3.1
1031,Bedknobs and Broomsticks ,Adventure|Children's|Musical,3.5
1032,Alice in Wonderland ,Animation|Children's|Musical,3.7
1034,Freeway ,Crime,3.6
1036,Die Hard ,Action|Thriller,4.1
1038,Unhook the Stars ,Drama,3.3
1039,Synthetic Pleasures ,Documentary,3.7
1041,Secrets & Lies ,Drama,4.0
1042,That Thing You Do! ,Comedy,3.5
1043,To Gillian on Her 37th Birthday ,Drama|Romance,2.8
1044,Surviving Picasso ,Drama,3.3
1045,Love Is All There Is ,Comedy|Drama,0.0
1046,Beautiful Thing ,Drama|Romance,4.1
1050,Looking for Richard ,Documentary|Drama,3.8
1051,Trees Lounge ,Drama,3.4
1053,Normal Life ,Crime|Drama,2.9
1054,Get on the Bus ,Drama,3.3
1055,Shadow Conspiracy ,Thriller,2.7
1056,Jude ,Drama,3.5
1057,Everyone Says I Love You ,Comedy|Musical|Romance,3.6
1058,Bitter Sugar (Azucar Amargo) ,Drama,3.3
1059,William Shakespeare's Romeo and Juliet ,Drama|Romance,3.4
1060,Swingers ,Comedy|Drama,3.9
1061,Sleepers ,Crime|Drama,3.6
1063,Johns ,Drama,3.2
1064,Aladdin and the King of Thieves ,Animation|Children's|Comedy,2.9
1066,Shall We Dance? ,Comedy|Musical|Romance,4.2
1068,Crossfire ,Crime|Film-Noir,3.7
1070,Macao ,Adventure,3.0
1071,For the Moment ,Romance|War,3.4
1073,Willy Wonka and the Chocolate Factory ,Adventure|Children's|Comedy|Fantasy,3.9
1077,Sleeper ,Comedy|Sci-Fi,4.0
1078,Bananas ,Comedy|War,3.8
1080,Monty Python's Life of Brian ,Comedy,4.0
1081,Victor/Victoria ,Comedy|Musical,3.6
1084,Bonnie and Clyde ,Crime|Drama,4.1
1086,Dial M for Murder ,Mystery|Thriller,4.1
1087,Madame Butterfly ,Musical,3.4
1088,Dirty Dancing ,Musical|Romance,3.3
1089,Reservoir Dogs ,Crime|Thriller,4.1
1090,Platoon ,Drama|War,4.1
1091,Weekend at Bernie's ,Comedy,2.8
1092,Basic Instinct ,Mystery|Thriller,3.5
1095,Glengarry Glen Ross ,Drama,3.9
1096,Sophie's Choice ,Drama,4.0
1097,E.T. the Extra-Terrestrial ,Children's|Drama|Fantasy|Sci-Fi,4.0
1100,Days of Thunder ,Action|Romance,2.8
1101,Top Gun ,Action|Romance,3.7
1102,American Strays ,Action,2.0
1103,Rebel Without a Cause ,Drama,3.9
1107,Loser ,Comedy,2.0
1108,Prerokbe Ognja ,Documentary,0.0
1109,Charm's Incidents ,Drama,0.0
1110,Bird of Prey ,Action,0.0
1112,Palookaville ,Action|Drama,3.4
1115,Sleepover ,Comedy|Drama,1.0
1118,Tashunga ,Adventure|Western,2.0
1119,Drunks ,Drama,3.2
1121,Glory Daze ,Drama,3.1
1122,Plutonium Circus ,Documentary,0.0
1124,On Golden Pond ,Drama,3.7
1126,Drop Dead Fred ,Comedy|Fantasy,2.4
1129,Escape from New York ,Action|Adventure|Sci-Fi|Thriller,3.5
1131,Jean de Florette ,Drama,4.3
1132,Manon of the Spring (Manon des sources) ,Drama,4.3
1133,Talking About Sex ,Comedy|Drama,2.0
1134,Johnny 100 Pesos ,Action|Drama,3.0
1135,Private Benjamin ,Comedy,3.2
1136,Monty Python and the Holy Grail ,Comedy,4.3
1137,Hustler White ,Romance,0.0
1138,Dadetown ,Documentary,3.9
1139,Everything Relative ,Drama,4.0
1141,Hoogste tijd ,Drama,0.0
1142,Get Over It ,Drama,1.0
1143,Three Lives and Only One Death ,Comedy,0.0
1145,Snowriders ,Documentary,2.5
1146,Curtis's Charm ,Comedy|Drama,0.0
1147,When We Were Kings ,Documentary,4.3
1149,JLG/JLG - autoportrait de décembre ,Documentary|Drama,3.5
1151,Faust ,Animation|Comedy|Thriller,3.5
1152,He Walked by Night ,Crime|Film-Noir|Thriller,3.5
1153,Raw Deal ,Film-Noir,3.4
1154,T-Men ,Film-Noir,3.7
1158,Here Comes Cookie ,Comedy,0.0
1159,Love in Bloom ,Romance,0.0
1160,Six of a Kind ,Comedy,2.2
1163,Mina Tannenbaum ,Drama,2.9
1164,Two or Three Things I Know About Her ,Drama,3.6
1166,Farmer & Chase ,Comedy,0.0
1167,Dear God ,Comedy,2.9
1168,Bad Moon ,Horror,2.1
1169,American Dream ,Documentary,3.7
1171,Bob Roberts ,Comedy,3.7
1172,Cinema Paradiso ,Comedy|Drama|Romance,4.3
1174,Grosse Fatigue ,Comedy,3.8
1175,Delicatessen ,Comedy|Sci-Fi,4.0
1177,Enchanted April ,Drama,4.0
1178,Paths of Glory ,Drama|War,4.5
1180,Hear My Song ,Comedy,3.8
1184,Mediterraneo ,Comedy|War,3.8
1185,My Left Foot ,Drama,4.0
1187,Passion Fish ,Drama,3.7
1188,Strictly Ballroom ,Comedy|Romance,4.0
1190,Tie Me Up! Tie Me Down! ,Drama,3.5
1192,Paris Is Burning ,Documentary,4.0
1193,One Flew Over the Cuckoo's Nest ,Drama,4.4
1194,Up in Smoke ,Comedy,3.5
1198,Raiders of the Lost Ark ,Action|Adventure,4.5
1199,Brazil ,Sci-Fi,4.1
1200,Aliens ,Action|Sci-Fi|Thriller|War,4.1
1202,Withnail and I ,Comedy,3.6
1203,12 Angry Men ,Drama,4.3
1204,Lawrence of Arabia ,Adventure|War,4.4
1207,To Kill a Mockingbird ,Drama,4.4
1208,Apocalypse Now ,Drama|War,4.2
1209,Once Upon a Time in the West ,Western,4.0
1211,Wings of Desire (Der Himmel über Berlin) ,Comedy|Drama|Romance,4.1
1213,GoodFellas ,Crime|Drama,4.3
1214,Alien ,Action|Horror|Sci-Fi|Thriller,4.2
1215,Army of Darkness ,Action|Adventure|Comedy|Horror|Sci-Fi,3.8
1217,Ran ,Drama|War,4.3
1219,Psycho ,Horror|Thriller,4.2
1222,Full Metal Jacket ,Action|Drama|War,4.1
1224,Henry V ,Drama|War,4.3
1225,Amadeus ,Drama,4.3
1227,Once Upon a Time in America ,Crime|Drama|Thriller,3.9
1228,Raging Bull ,Drama,4.2
1230,Annie Hall ,Comedy|Romance,4.1
1232,Stalker ,Mystery|Sci-Fi,3.6
1235,Harold and Maude ,Comedy,4.2
1236,Trust ,Comedy|Drama,4.2
1238,Local Hero ,Comedy,4.0
1241,Braindead ,Comedy|Horror,3.4
1242,Glory ,Action|Drama|War,4.2
1243,Rosencrantz and Guildenstern Are Dead ,Comedy|Drama,4.0
1244,Manhattan ,Comedy|Drama|Romance,4.1
1245,Miller's Crossing ,Drama,4.0
1246,Dead Poets Society ,Drama,4.0
1248,Touch of Evil ,Crime|Film-Noir|Thriller,4.2
1249,Nikita (La Femme Nikita) ,Thriller,4.0
1251,8 1/2 ,Drama,4.1
1252,Chinatown ,Film-Noir|Mystery|Thriller,4.3
1255,Bad Taste ,Comedy|Horror,3.4
1256,Duck Soup ,Comedy|War,4.2
1257,Better Off Dead... ,Comedy,3.9
1259,Stand by Me ,Adventure|Comedy|Drama,4.1
1260,M ,Crime|Film-Noir|Thriller,4.3
1261,Evil Dead II (Dead By Dawn) ,Action|Adventure|Comedy|Horror,3.8
1264,Diva ,Action|Drama|Mystery|Romance|Thriller,4.1
1265,Groundhog Day ,Comedy|Romance,4.0
1266,Unforgiven ,Western,4.1
1268,Pump Up the Volume ,Drama,3.5
1269,Arsenic and Old Lace ,Comedy|Mystery|Thriller,4.2
1270,Back to the Future ,Comedy|Sci-Fi,4.0
1271,Fried Green Tomatoes ,Drama,3.8
1272,Patton ,Drama|War,4.3
1273,Down by Law ,Comedy|Drama,4.0
1274,Akira ,Adventure|Animation|Sci-Fi|Thriller,3.9
1275,Highlander ,Action|Adventure,3.8
1276,Cool Hand Luke ,Comedy|Drama,4.3
1277,Cyrano de Bergerac ,Action|Drama|Romance,3.9
1278,Young Frankenstein ,Comedy|Horror,4.3
1279,Night on Earth ,Comedy|Drama,3.7
1280,Raise the Red Lantern ,Drama,4.2
1282,Fantasia ,Animation|Children's|Musical,3.9
1283,High Noon ,Western,4.2
1285,Heathers ,Comedy,3.8
1286,Somewhere in Time ,Drama|Romance,3.6
1287,Ben-Hur ,Action|Adventure|Drama,4.1
1288,This Is Spinal Tap ,Comedy|Drama|Musical,4.2
1289,Koyaanisqatsi ,Documentary|War,4.0
1290,Some Kind of Wonderful ,Drama|Romance,3.6
1291,Indiana Jones and the Last Crusade ,Action|Adventure,4.1
1292,Being There ,Comedy,4.0
1293,Gandhi ,Drama,4.1
1294,M*A*S*H ,Comedy|War,4.1
1297,Real Genius ,Comedy,3.7
1298,Pink Floyd - The Wall ,Drama|Musical|War,3.6
1300,My Life as a Dog (Mitt liv som hund) ,Drama,4.1
1301,Forbidden Planet ,Sci-Fi,4.0
1302,Field of Dreams ,Drama,3.9
1304,Butch Cassidy and the Sundance Kid ,Action|Comedy|Western,4.2
1306,Until the End of the World (Bis ans Ende der Welt) ,Drama|Sci-Fi,3.6
1307,When Harry Met Sally... ,Comedy|Romance,4.1
1308,I Shot a Man in Vegas ,Comedy,0.0
1309,Parallel Sons ,Drama|Romance,0.0
1310,Hype! ,Documentary,3.6
1311,Santa with Muscles ,Comedy,1.0
1312,Female Perversions ,Drama,3.2
1313,Mad Dog Time ,Crime,2.2
1314,Breathing Room ,Romance,0.0
1315,Paris Was a Woman ,Documentary,2.3
1316,Anna ,Drama,4.0
1317,I'm Not Rappaport ,Comedy,3.2
1318,Blue Juice ,Comedy|Drama,0.0
1319,Kids of Survival ,Documentary,0.0
1320,Alien³ ,Action|Horror|Sci-Fi|Thriller,3.0
1323,Amityville 3-D ,Horror,1.4
1329,Blood For Dracula (Andy Warhol's Dracula) ,Horror,2.7
1330,April Fool's Day ,Comedy|Horror,3.0
1331,Audrey Rose ,Horror,3.2
1335,Blood Beach ,Action|Horror,1.7
1336,Body Parts ,Horror,2.2
1339,Bram Stoker's Dracula ,Horror|Romance,3.3
1340,Bride of Frankenstein ,Horror,3.9
1341,Burnt Offerings ,Horror,2.8
1342,Candyman ,Horror,2.9
1343,Cape Fear ,Thriller,3.7
1344,Cape Fear ,Film-Noir|Thriller,3.9
1345,Carrie ,Horror,3.6
1346,Cat People ,Horror,3.2
1349,Nosferatu a Venezia ,Horror,3.1
1351,Blood & Wine ,Drama,3.4
1352,Albino Alligator ,Crime|Thriller,2.9
1354,Breaking the Waves ,Drama,3.8
1355,Nightwatch ,Horror|Thriller,3.0
1357,Shine ,Drama|Romance,3.8
1358,Sling Blade ,Drama|Thriller,4.2
1359,Jingle All the Way ,Adventure|Children's|Comedy,2.5
1360,Identification of a Woman (Identificazione di una donna) ,Drama,3.5
1364,Zero Kelvin (Kjærlighetens kjøtere) ,Action,3.5
1365,Ridicule ,Drama,3.8
1367,101 Dalmatians ,Children's|Comedy,3.0
1369,I Can't Sleep (J'ai pas sommeil) ,Drama|Thriller,3.8
1370,Die Hard 2 ,Action|Thriller,3.5
1377,Batman Returns ,Action|Adventure|Comedy|Crime,3.0
1378,Young Guns ,Action|Comedy|Western,3.4
1379,Young Guns II ,Action|Comedy|Western,2.9
1380,Grease ,Comedy|Musical|Romance,3.6
1381,Grease 2 ,Comedy|Musical|Romance,2.0
1382,Marked for Death ,Action|Drama,2.8
1385,Under Siege ,Action,3.3
1386,Terror in a Texas Town ,Western,1.0
1387,Jaws ,Action|Horror,4.1
1388,Jaws 2 ,Action|Horror,2.6
1389,Jaws 3-D ,Action|Horror,1.9
1390,My Fellow Americans ,Comedy,3.2
1391,Mars Attacks! ,Action|Comedy|Sci-Fi|War,2.9
1392,Citizen Ruth ,Comedy|Drama,3.7
1393,Jerry Maguire ,Drama|Romance,3.8
1394,Raising Arizona ,Comedy,4.0
1395,Tin Men ,Comedy|Drama,3.3
1396,Sneakers ,Crime|Drama|Sci-Fi,3.7
1397,Bastard Out of Carolina ,Drama,3.7
1398,In Love and War ,Romance|War,3.2
1399,Marvin's Room ,Drama,3.2
1400,Somebody is Waiting ,Drama,0.0
1401,Ghosts of Mississippi ,Drama,3.5
1404,Night Falls on Manhattan ,Crime|Drama,3.1
1405,Beavis and Butt-head Do America ,Animation|Comedy,3.0
1407,Scream ,Horror|Thriller,3.6
1409,Michael ,Comedy|Romance,3.1
1411,Hamlet ,Drama,4.0
1412,Some Mother's Son ,Drama,3.9
1414,Mother ,Comedy,3.6
1416,Evita ,Drama|Musical,3.3
1419,Walkabout ,Drama,4.0
1421,Grateful Dead ,Documentary,3.0
1422,Murder at 1600 ,Mystery|Thriller,3.0
1423,Hearts and Minds ,Drama,4.4
1424,Inside ,Action,0.0
1425,Fierce Creatures ,Comedy,3.3
1426,Zeus and Roxanne ,Children's,2.5
1427,Turbulence ,Thriller,2.3
1428,Angel Baby ,Drama,3.2
1429,Jackie Chan's First Strike ,Action,3.3
1430,Underworld ,Thriller,1.0
1431,Beverly Hills Ninja ,Action|Comedy,2.5
1432,Metro ,Action,2.8
1436,Falling in Love Again ,Comedy,2.9
1438,Dante's Peak ,Action|Thriller,2.8
1439,Meet Wally Sparks ,Comedy,2.3
1440,Amos & Andrew ,Comedy,2.8
1441,Benny & Joon ,Comedy|Romance,3.4
1442,Prefontaine ,Drama,3.1
1444,Guantanamera ,Comedy,3.4
1445,McHale's Navy ,Comedy|War,2.2
1446,Kolya ,Comedy,4.1
1447,Gridlock'd ,Crime,3.4
1448,Fire on the Mountain ,Documentary,0.0
1449,Waiting for Guffman ,Comedy,4.1
1450,Prisoner of the Mountains (Kavkazsky Plennik) ,War,3.8
1454,SubUrbia ,Comedy,3.2
1455,Hotel de Love ,Comedy|Romance,2.8
1457,Fools Rush In ,Comedy|Romance,3.1
1458,Touch ,Romance,2.8
1459,Absolute Power ,Mystery|Thriller,3.4
1460,That Darn Cat! ,Children's|Comedy|Mystery,2.7
1461,Vegas Vacation ,Comedy,2.6
1463,That Old Feeling ,Comedy|Romance,3.0
1465,Rosewood ,Drama,3.5
1466,Donnie Brasco ,Crime|Drama,3.8
1467,Salut cousin! ,Comedy|Drama,0.0
1468,Booty Call ,Comedy|Romance,2.6
1470,Rhyme & Reason ,Documentary,4.0
1471,Boys Life 2 ,Drama,3.4
1472,City of Industry ,Crime|Thriller,3.2
1473,Best Men ,Action|Comedy|Crime|Drama,2.8
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) ,Children's|Comedy,2.3
1476,Private Parts ,Comedy|Drama,3.5
1477,Love Jones ,Romance,3.4
1480,Smilla's Sense of Snow ,Action|Drama|Thriller,3.3
1483,Crash ,Drama|Thriller,2.8
1485,Liar Liar ,Comedy,3.5
1487,Selena ,Drama|Musical,3.1
1489,Cats Don't Dance ,Animation|Children's|Musical,2.6
1490,B*A*P*S ,Comedy,1.8
1493,Love and Other Catastrophes ,Romance,3.3
1496,Anna Karenina ,Drama|Romance,3.2
1497,Double Team ,Action,2.1
1498,Inventing the Abbotts ,Drama|Romance,3.1
1499,Anaconda ,Action|Adventure|Thriller,2.2
1500,Grosse Pointe Blank ,Comedy|Crime,3.8
1501,Keys to Tulsa ,Crime,2.6
1502,Kissed ,Romance,3.1
1503,8 Heads in a Duffel Bag ,Comedy,2.3
1504,Hollow Reed ,Drama,3.5
1507,Paradise Road ,Drama|War,3.3
1508,Traveller ,Drama,3.3
1509,All Over Me ,Drama,3.7
1511,A Chef in Love ,Comedy,3.6
1513,Romy and Michele's High School Reunion ,Comedy,3.0
1514,Temptress Moon (Feng Yue) ,Romance,2.7
1515,Volcano ,Drama|Thriller,2.6
1516,Children of the Revolution ,Comedy,3.7
1518,Breakdown ,Action|Thriller,3.4
1519,Broken English ,Drama,3.3
1520,Commandments ,Romance,2.5
1522,Ripe ,Drama,2.4
1525,Warriors of Virtue ,Action|Adventure|Children's|Fantasy,2.1
1526,Fathers' Day ,Comedy,2.5
1528,Intimate Relations ,Comedy,2.0
1529,Nowhere ,Drama,3.2
1531,Losing Chase ,Drama,3.6
1532,Sprung ,Comedy,2.7
1535,Love! Valour! Compassion! ,Drama|Romance,3.5
1537,Shall We Dance? (Shall We Dansu?) ,Comedy,4.1
1539,Twin Town ,Comedy|Crime,2.8
1541,Addicted to Love ,Comedy|Romance,3.1
1542,Brassed Off ,Comedy|Drama|Romance,3.5
1545,Ponette ,Drama,4.1
1546,Schizopolis ,Comedy,3.8
1547,Shiloh ,Children's|Drama,3.3
1549,Rough Magic ,Drama|Romance,2.7
1550,Trial and Error ,Comedy|Romance,2.7
1551,Buddy ,Adventure|Children's|Drama,2.8
1552,Con Air ,Action|Adventure|Thriller,3.3
1553,Late Bloomers ,Comedy,2.8
1557,Squeeze ,Drama,0.0
1558,Sudden Manhattan ,Comedy,1.5
1561,Wedding Bell Blues ,Comedy,3.2
1562,Batman & Robin ,Action|Adventure|Crime,2.3
1563,Dream With the Fishes ,Drama,3.6
1564,Roseanna's Grave (For Roseanna) ,Comedy|Romance,3.8
1565,Head Above Water ,Comedy|Thriller,3.0
1566,Hercules ,Adventure|Animation|Children's|Comedy|Musical,3.3
1568,MURDER and murder ,Crime|Drama|Mystery,0.0
1569,My Best Friend's Wedding ,Comedy|Romance,3.4
1571,When the Cats Away (Chacun cherche son chat) ,Comedy|Romance,4.0
1572,Contempt (Le Mépris) ,Drama,3.7
1573,Face/Off ,Action|Sci-Fi|Thriller,3.4
1574,Fall ,Romance,2.9
1575,Gabbeh ,Drama,3.1
1577,Mondo ,Drama,0.0
1579,For Ever Mozart ,Drama,3.0
1580,Men in Black ,Action|Adventure|Comedy|Sci-Fi,3.7
1581,Out to Sea ,Comedy,2.8
1582,Wild America ,Adventure|Children's,3.2
1584,Contact ,Drama|Sci-Fi,3.8
1585,Love Serenade ,Comedy,3.2
1586,G.I. Jane ,Action|Drama|War,3.1
1587,Conan the Barbarian ,Action|Adventure,3.4
1588,George of the Jungle ,Children's|Comedy,3.1
1589,Cop Land ,Crime|Drama|Mystery,3.4
1590,Event Horizon ,Action|Mystery|Sci-Fi|Thriller,2.5
1591,Spawn ,Action|Adventure|Sci-Fi|Thriller,2.6
1592,Air Bud ,Children's|Comedy,2.5
1593,Picture Perfect ,Comedy|Romance,2.9
1594,In the Company of Men ,Drama,3.8
1596,Career Girls ,Drama,3.5
1597,Conspiracy Theory ,Action|Mystery|Romance|Thriller,3.4
1598,Desperate Measures ,Crime|Drama|Thriller,2.7
1599,Steel ,Action,1.6
1600,She's So Lovely ,Drama|Romance,2.9
1601,Hoodlum ,Crime|Drama|Film-Noir,2.7
1602,Leave It to Beaver ,Comedy,2.1
1603,Mimic ,Sci-Fi|Thriller,2.9
1604,Money Talks ,Action|Comedy,2.8
1605,Excess Baggage ,Adventure|Romance,2.7
1606,Kull the Conqueror ,Action|Adventure,2.3
1608,Air Force One ,Action|Thriller,3.6
1609,187 ,Drama,2.7
1611,My Own Private Idaho ,Drama,3.4
1613,Star Maps ,Drama,2.9
1614,In & Out ,Comedy,3.3
1617,L.A. Confidential ,Crime|Film-Noir|Mystery|Thriller,4.2
1619,Seven Years in Tibet ,Drama|War,3.4
1620,Kiss the Girls ,Crime|Drama|Thriller,3.3
1621,Soul Food ,Drama,3.3
1622,Kicked in the Head ,Comedy|Drama,2.4
1623,Wishmaster ,Horror,2.2
1626,Fire Down Below ,Action|Drama|Thriller,2.5
1627,U Turn ,Action|Crime|Mystery,3.1
1633,Ulee's Gold ,Drama,3.7
1636,Stag ,Action|Thriller,2.4
1639,Chasing Amy ,Drama|Romance,3.8
1640,How to Be a Player ,Comedy,2.5
1642,Indian Summer (a.k.a. Alive & Kicking) ,Comedy|Drama,3.1
1644,I Know What You Did Last Summer ,Horror|Mystery|Thriller,2.6
1646,Rocket Man ,Comedy,2.8
1647,Playing God ,Crime|Thriller,2.9
1650,Washington Square ,Drama,3.3
1651,Telling Lies in America ,Drama,2.9
1652,Year of the Horse ,Documentary,3.2
1653,Gattaca ,Drama|Sci-Fi|Thriller,3.7
1655,Phantoms ,Horror,2.4
1656,Swept from the Sea ,Romance,3.2
1657,Wonderland ,Documentary,3.5
1659,Hurricane Streets ,Drama,2.9
1660,Eve's Bayou ,Drama,3.6
1661,Switchback ,Thriller,3.2
1662,Gang Related ,Crime,2.6
1663,Stripes ,Comedy,3.8
1664,Nénette et Boni ,Drama,4.2
1665,Bean ,Comedy,2.7
1666,Hugo Pool ,Romance,2.6
1667,Mad City ,Action|Drama,2.8
1668,One Night Stand ,Drama,2.5
1670,Welcome To Sarajevo ,Drama|War,3.5
1671,Deceiver ,Crime,3.2
1673,Boogie Nights ,Drama,3.8
1674,Witness ,Drama|Romance|Thriller,4.0
1675,Incognito ,Crime|Thriller,3.1
1676,Starship Troopers ,Action|Adventure|Sci-Fi|War,3.1
1677,Critical Care ,Comedy,2.8
1679,Chairman of the Board ,Comedy,2.0
1680,Sliding Doors ,Drama|Romance,3.8
1684,Mrs. Dalloway ,Romance,3.7
1686,Red Corner ,Crime|Thriller,3.2
1688,Anastasia ,Animation|Children's|Musical,3.5
1692,Alien Escape ,Horror|Sci-Fi,2.5
1693,Amistad ,Drama,3.7
1695,Artemisia ,Drama,3.7
1696,Bent ,Drama|War,3.6
1701,Deconstructing Harry ,Comedy|Drama,3.4
1702,Flubber ,Children's|Comedy|Fantasy,2.6
1703,For Richer or Poorer ,Comedy,2.9
1704,Good Will Hunting ,Drama,4.2
1705,Guy ,Drama,0.0
1706,Harlem River Drive ,Drama,0.0
1707,Home Alone 3 ,Children's|Comedy,1.9
1708,Ill Gotten Gains ,Drama,0.0
1709,Legal Deceit ,Thriller,2.0
1710,Man of Her Dreams ,Drama,0.0
1711,Midnight in the Garden of Good and Evil ,Comedy|Crime|Drama|Mystery,3.3
1713,Mouse Hunt ,Children's|Comedy,3.0
1714,Never Met Picasso ,Romance,2.0
1715,Office Killer ,Thriller,3.0
1717,Scream 2 ,Horror|Thriller,3.0
1718,Stranger in the House ,Thriller,2.6
1720,Time Tracers ,Action|Adventure|Sci-Fi,1.3
1721,Titanic ,Drama|Romance,3.6
1722,Tomorrow Never Dies ,Action|Romance|Thriller,3.4
1723,Twisted ,Comedy|Drama,0.0
1724,Full Speed ,Drama,3.0
1729,Jackie Brown ,Crime|Drama,3.7
1730,Kundun ,Drama,3.7
1731,Mr. Magoo ,Comedy,1.9
1733,Afterglow ,Drama|Romance,3.1
1734,My Life in Pink (Ma vie en rose) ,Comedy|Drama,3.8
1735,Great Expectations ,Drama|Romance,3.2
1738,Vermin ,Comedy,0.0
1740,Men of Means ,Action|Drama,0.0
1742,Caught Up ,Crime,0.0
